singer,title,lyric,genre
볼빨간사춘기,썸 탈꺼야,"표현이 서툰 것도 잘못인가요
나 차가운 도시에 따뜻한 여잔데
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌
그냥 좋아한단 말도 안 되는가요
솔직하게 난 말하고 싶어요
사라져 아니 사라지지 마
네 맘을 보여줘 아니 보여주지 마
하루 종일 머릿속에 네 미소만
우리 그냥 한번 만나볼래요
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
밀가루 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
사랑은 이렇게 생기는 게 아니겠어
어쩌면 내 맘의 반쪽을
네게 걸어보는 건데
나는 오늘도 네게 차일 것만 같아도
난 한번 더 너에게 다시 달려가 볼 거야
나 오늘부터 너랑 썸을 한번 타볼 거야
나 매일매일 네게 전화도 할 거야
매운 거 못 먹는 나를 달래서라도
너랑 맛있는 걸 먹으러 다닐 거야
나도 그 애처럼 좋아요 좀 눌러줘
나도 너랑 말 좀 할 수 있게 해줘
나는 풀이 죽어서 오늘도 포기하고
뒤를 돌아볼 때쯤 나를 붙잡는 넌
넘넘 스윗한 넌 정말 달콤한 걸
넘넘 스윗한 넌",포크
선미,가시나,"너의 싸늘해진 그 눈빛이
나를 죽이는 거야
커지던 니 맘의 불씨
재만 남은 거야 왜
시간이 약인가 봐
어째 갈수록 나 약하잖아
슬픈 아픔도
함께 무뎌지는 거야
좋아 이젠 너를 잊을 수 있게
꽃같이 살래 나답게
Can't nobody stop me now no try me
나의 향길 원해 모두가
바보처럼 왜 너만 몰라
정말 미친 거 아냐 넌
왜 예쁜 날 두고 가시나
날 두고 가시나
왜 예쁜 날 두고 가시나
날 두고 떠나가시나
그리 쉽게 떠나가시나
같이 가자고
약속해놓고
가시나 가시나
날카로운 날 보고 넌
고개 숙일 거야
가시 난 내 모습이
더 깊숙이 파고들 거야 eh
이미 꺾은 거잖아
굳이 미안해하지 마
정말 꺾인 건 지금 내가
아냐 바로 너야
좋아 이젠 너를 잊을 수 있게
꽃같이 살래 나답게
Can't nobody stop me now no try me
나의 향길 원해 모두가
바보처럼 왜 너만 몰라
정말 미친 거 아냐 넌
왜 예쁜 날 두고 가시나
날 두고 가시나
왜 예쁜 날 두고 가시나
날 두고 떠나가시나
그리 쉽게 떠나가시나
같이 가자고
약속 해놓고
가시나 가시나
너는 졌고 나는 폈어
And it's over
다시 돌아온다 해도
지금 당장은 나 없이
매일 잘 살 수 있을 것 같지
암만 생각해봐도 미친 거 아냐 넌
왜 예쁜 날 두고 가시나
날 두고 가시나
왜 예쁜 날 두고 가시나
날 두고 떠나가시나
그리 쉽게 떠나가시나
같이 가자고
약속해놓고
가시나 가시나",댄스
박원,all of my life,"너무 힘들어 삶에 치이고
되는 것도 없고
가족도 안 보이고
언제부턴가 나도 중요하지 않고
없진 않지만 더 많이 가져야
사랑도 이어갈 수 있는 이 세상에서
all of my life
you are all of my life
그러고 보면 나
너를 만나 참 많이 변했어
꿈이 생기고 네가 가진 꿈도
이뤄주고 싶었어 나 그러려면
더 높은 곳에 올라가야만 했어
더 많은 것들을 가져야 가능했어
다 가질 때쯤
사랑보다 꿈이 더 커졌어
all of my life
내가 힘이 들 때
you are all of my life
네가 날 채웠는데
다른 어떤 걸로 나를 채워봐도
all of my life
you are all of my life
채워지지가 않아
그렇게 우리 바라왔고
간절했던 거잖아
이젠 내방에 가득한데
나도 아무것도 없는
방 안에서 넌 혼자
이렇게 주저앉아 울고 있었니
all of my life
넌 내 전부인데
이 모든 게 다 무슨 소용 있는데
어디선가 이 노랠 듣게 된다면
all of my life
all of my life
네 이야기가 맞아",발라드
멜로망스,선물,"빛이 들어오면 자연스레 뜨던 눈
그렇게 너의 눈빛을 보곤
사랑에 눈을 떴어
항상 알고 있던 것들도 어딘가
새롭게 바뀐 것 같아
남의 얘기 같던 설레는 일들이
내게 일어나고 있어
나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간
별생각 없이 지나치던 것들이
이제는 마냥 내겐 예뻐 보이고
내 맘을 설레게 해
항상 어두웠던 것들도 어딘가
빛나고 있는 것 같아
남의 얘기 같던 설레는 일들이
내게 일어나고 있어
나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간
너를 알게 된 뒤 보이는
모든 것들이 너무 예뻐 보여
그렇게 신난 아이처럼
순수한 사람이 된 것 같아
나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간
깊은 사랑에 빠진 순간",발라드
윤종신,좋니,"이제 괜찮니 너무 힘들었잖아
우리 그 마무리가 고작 이별뿐인 건데
우린 참 어려웠어
잘 지낸다고 전해 들었어 가끔
벌써 참 좋은 사람
만나 잘 지내고 있어
굳이 내게 전하더라
잘했어 넌 못 참았을 거야
그 허전함을 견뎌 내기엔
좋으니 사랑해서 사랑을 시작할 때
니가 얼마나 예쁜지 모르지
그 모습을 아직도 못 잊어
헤어 나오지 못해
니 소식 들린 날은 더
좋으니 그 사람 솔직히 견디기 버거워
니가 조금 더 힘들면 좋겠어
진짜 조금 내 십 분의 일 만이라도
아프다 행복해 줘
억울한가 봐 나만 힘든 것 같아
나만 무너진 건가
고작 사랑 한번 따위
나만 유난 떠는 건지
복잡해 분명 행복 바랬어
이렇게 빨리 보고 싶을 줄
좋으니 사랑해서 사랑을 시작할 때
니가 얼마나 예쁜지 모르지
그 모습을 아직도 못 잊어
헤어 나오지 못해
니 소식 들린 날은 더
좋으니 그 사람 솔직히 견디기 버거워
너도 조금 더 힘들면 좋겠어
진짜 조금 내 십 분의 일 만이라도
아프다 행복해 줘
혹시 잠시라도 내가 떠오르면
걘 잘 지내 물어 봐줘
잘 지내라고 답할 걸 모두 다
내가 잘 사는 줄 다 아니까
그 알량한 자존심 때문에
너무 잘 사는 척
후련한 척 살아가
좋아 정말 좋으니
딱 잊기 좋은 추억 정도니
난 딱 알맞게 사랑하지 못한
뒤끝 있는 너의 예전 남자친구일 뿐
스쳤던 그저 그런 사랑",발라드
아이유,밤편지,"이 밤 그날의 반딧불을
당신의 창 가까이 보낼게요
음 사랑한다는 말이에요
나 우리의 첫 입맞춤을 떠올려
그럼 언제든 눈을 감고
음 가장 먼 곳으로 가요
난 파도가 머물던
모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
늘 그리워 그리워
여기 내 마음속에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말이에요
어떻게 나에게
그대란 행운이 온 걸까
지금 우리 함께 있다면 아
얼마나 좋을까요
난 파도가 머물던
모래 위에 적힌 글씨처럼
그대가 멀리 사라져 버릴 것 같아
또 그리워 더 그리워
나의 일기장 안에
모든 말을 다 꺼내어 줄 순 없지만
사랑한다는 말
이 밤 그날의 반딧불을 당신의
창 가까이 띄울게요
음 좋은 꿈 이길 바라요",발라드
박원,노력,"널 만날 수 있는 날
친굴 만났고
끊이지 않던 대화가
이젠 끊기고
널 바라보다가
다른 사람을 겹쳐봤어
누군가 내 안에
들어온 것도 아닌데
사랑한단 말은
점점 미안하고
억지로 한 것뿐인데
넌 좋아하고
너에게만 나는
아주 바쁜 사람
내 연락을 기다리다가
또 잠들겠지
나도 노력해봤어
우리의 이 사랑을
안되는 꿈을 붙잡고
애쓰는 사람처럼
사랑을 노력한다는 게
말이 되니
서로가 다른 건
특별하다고
같은 건 운명이라
했던 것들이
지겨워져
넌 오늘보다 내일 날
더 사랑한대
난 내일보다 오늘 더
사랑할 텐데
나도 노력해봤어
우리의 이 사랑을
아픈 몸을 이끌고
할 일을 끝낼 그때처럼
사랑을 노력한다는 게
말이 되니
말이 되니
사랑을 노력한다는 게
노력으로 안되는 게
있다는 게
사랑을 노력한다는 게
말이 되니
너는 아직 아무것도
모르고만 있는데
어떻게 말해야 할지
나도 모르겠어
그렇게 널 만나러 가",발라드
폴킴,비,"비가 내리다 말다
우산을 챙길까 말까
tv엔 맑음이라던데
네 마음도 헷갈리나봐
비가 또 내리다 말다
하늘도 우울한가봐
비가 그치고나면
이번엔 내가 울것만같아
Strumming down to my memories
지직거리는 라디오에선
또 뻔한 love song
잊고있던 아픈 설레임
널 생각나게해
우리 걷던 이길위에
흘러나오던 멜로디
흥얼거렸었지 넌 어디있니
하늘은 이렇게 맑은데
비에 젖은 내 마음을
따뜻하게도 비춰주던 너는
나에게 햇살같아
그런널 왜 난 보냈을까
Good bye
So hard to lose but easy to repeat
푹 숙인 얼굴 날 알아봤을까
I'm losing my breathe
잊고 싶던 아픈 기억들
날 더 힘들게해
시간가는 줄도 모르고
나눴던 수많은 밤과 사랑노래
꿈보다 달콤했지
쉽게 포기한건아닌지
우연히널 마주친 순간
내 마음 들킬까봐 뒤돌아섰어
널 잡았다면
그런 널 왜 난 보냈을까
우리 걷던 이길위에
흘러나오던 멜로디
흥얼거렸었지 넌 어디있니
하늘은 이렇게 맑은데
비에 젖은 내 마음을
따뜻하게도 비춰주던 너는
나에게 햇살같아
그런널 왜 난 보냈을까
Good bye",알앤비/어반
아이유,Blueming,"‘뭐해‘라는 두 글자에
‘네가 보고 싶어’ 나의 속마음을 담아 우
이모티콘 하나하나 속에
달라지는 내 미묘한 심리를 알까 우

아니 바쁘지 않아 nothing no no
잠들어 있지 않아 insomnia nia nia
지금 다른 사람과 함께이지 않아
응 나도 너를 생각 중

우리의 네모 칸은 bloom
엄지손가락으로 장미꽃을 피워
향기에 취할 것 같아 우
오직 둘만의 비밀의 정원

I feel bloom I feel bloom I feel bloom
너에게 한 송이를 더 보내

밤샘 작업으로 업데이트
흥미로운 이 작품의 지은이 that’s me 우
어쩜 이 관계의 클라이맥스
2막으로 넘어가기엔 지금이 good timing 우

같은 맘인 걸 알아 realize la lize
말을 고르지 말아 just reply la la ly
조금 장난스러운 나의 은유에
네 해석이 궁금해

우리의 색은 gray and blue
엄지손가락으로 말풍선을 띄워
금세 터질 것 같아 우
호흡이 가빠져 어지러워

I feel blue I feel blue I feel blue
너에게 가득히 채워

띄어쓰기없이보낼게사랑인것같애
백만송이장미꽃을 나랑피워볼래
꽃잎의 색은 우리 마음 가는 대로 칠해
시들 때도 예쁘게

우리의 네모 칸은 bloom
엄지손가락으로 장미꽃을 피워
향기에 취할 것 같아 우
오직 둘만의 비밀의 정원

I feel bloom I feel bloom I feel bloom
너에게 한 송이를 더 보내",락
아이유,Love poem,"누구를 위해 누군가
기도하고 있나 봐

숨죽여 쓴 사랑시가
낮게 들리는 듯해

너에게로 선명히 날아가
늦지 않게 자리에 닿기를

I’ll be there 홀로 걷는 너의 뒤에
Singing till the end 그치지 않을 이 노래
아주 잠시만 귀 기울여 봐
유난히 긴 밤을 걷는 널 위해 부를게

또 한 번 너의 세상에
별이 지고 있나 봐

숨죽여 삼킨 눈물이
여기 흐르는 듯해

할 말을 잃어 고요한 마음에
기억처럼 들려오는 목소리

I’ll be there 홀로 걷는 너의 뒤에
Singing till the end 그치지 않을 이 노래
아주 커다란 숨을 쉬어 봐
소리 내 우는 법을 잊은 널 위해 부를게

(다시 걸어갈 수 있도록)
부를게
(다시 사랑할 수 있도록)

Here i am 지켜봐 나를 난 절대
Singing till the end 멈추지 않아 이 노래
너의 긴 밤이 끝나는 그날
고개를 들어 바라본 그곳에 있을게",발라드
송하예,새 사랑,"한참을 내 옆에서 지켜주던
무던한 사람
가끔 네 욕을 해도 내 편이 돼주는
착한 사람
새 사랑을 시작하는 게
아직 겁나는데
이런 나라도 좋대
오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
아무 말도 못했어
이젠 나도 행복해도 돼
듣지 못할 답을
왜 너에게 묻는건지
오늘 고백하는 그 남잘 보고
난 니가 생각나서 눈물을 참다가
내 답을 기다리는 그 눈에
괜히 죄를 짓는 것 같아서
고개만 끄덕였어
나 괜찮은거지
사랑해도 되지
니가 못해준
그때보다 더 예쁜사랑
전부 해 줄 사람을 만났어
오늘같이 기뻐해야 하는날
왜 혼자 미안하고 눈물이 나야해
말 없이 나를 안아주는 그품에
이제 너를 보내야 할까봐
미안해 이제 안녕
미안해 정말 안녕",발라드
장덕철,있어줘요,"나와 둘이 함께 늙어가자던
습관처럼 뱉던 말 아직 여전하니
뭐든 나와 함께 한다면
그저 좋다던 예쁜 얼굴 생각나는 밤
나에게 늘 맞춰주던 너
익숙함이 커 지키지 못했어 그땐
내 얘기에 귀 기울이던 너의
앳된 표정이 아직도 선명해
다시금 날 봐줘요
그대의 기나긴 투정도
모두 들어드릴게요
아직도 지키지 못한
약속을 기다린다면
그대여 다시금 내 곁에 있어줘요
머물러요
질투 어린 술주정에도
미안하다며 계속 나를 달랬던 그대
따듯한 그 말들을 무시했던
그때의 내가 원망스럽네요
다시금 날 봐줘요
그대의 기나긴 투정도
모두 들어드릴게요
아직도 지키지 못한
약속을 기다린다면
그대여 다시금 내 곁에 있어줘요
그대가 돌아오면
멍청한 내 어린 습관도
전부 다 고칠게요
사랑은 처음이라서
그대를 아프게 해서
미안해요",발라드
볼빨간사춘기,워커홀릭,"머릴 질끈 묶고 안경을 벗어던져
난 지금 화가 났음 짜증이 났음
답장을 해주고 싶다가도
쏘아대는 말투들이
전혀 사랑스럽지 않아
시원한 맥주를 한 캔 마시다 yeah
문득 스쳐 지나가는 어제의 기억
지금 생각해 보니까 내가 왜
때려치웠어야 했는데
모두 손을 들어 Beer Cheers 우
아쉽지 않은 청춘답게 Face it
웃음밖에 나오지 않는 모든 상황에
눈 떠보니 벌써 아침이 왔음
우우우우우우우우우우
우우우우우우우우우우
Everyday working 이러다가 죽겠네
But I love this right
이건 내게 맞지
바라기만 했던 Up all night
머리 아픈 일들만 가득해
난 지금 과부하가 왔음
시원한 맥주를 한 캔 마시다 yeah
문득 스쳐 지나가는 어제의 기억
지금 생각해 보니까 내가 왜
때려치웠어야 했는데
모두 손을 들어 Beer Cheers 우
아쉽지 않은 청춘답게 Face it
웃음밖에 나오지 않는 모든 상황에
눈 떠보니 벌써 아침이 왔음
지겹도록 같은 일상 속에
오늘만 살아가고 싶어져
겁먹지 마 Just face
what you are doing yeah
시간이 없음
모두 소릴 질러 Feel this yeah
두렵지 않은 청춘답게 Face it
웃음조차 나오지 않는 모든 상황에
눈 떠보니 벌써
모두 손을 들어 Beer Cheers 우
아쉽지 않은 청춘답게 Face it
웃음밖에 나오지 않는 모든 상황에
눈 떠보니 벌써 아침이 왔음
우우우우우우우우우우
우우우우우우우우우우
아침이 왔음",인디뮤직
멜로망스,인사,"웃고 떠들던 날들
두 손을 잡아준 채로
너의 행복을 빌어주었던
사소한 기쁨
그게 우릴 채워줬고
설레임으로 잠들던 날들
누구나 다 할 수 있는 일이라
흔하다 생각하겠지만
When I’m thinkin’ bout you
많은 사람 중 한 사람 내게
전부가 되었단 말을 이제 알아서
When I’m thinkin’ bout you
흔하다고 생각했던 우리 모습이
너와 내 전부가 될 거야
작다고 여긴 뻔하다 얘기했었던
그 마음들이 때론 모든 걸
잊게 할 만큼 너무 큰일들이 되고
어느새 우린 전부가 되었지
누구나 다 알 수 있는 일이라
흔하다 생각했겠지만
When I’m thinkin’ bout you
많은 사람 중 한 사람 내게
전부가 되었단 말을 이제 알아서
When I’m thinkin’ bout you
흔하다고 생각했던 우리 모습이
너와 내 전부가 될 거야
When I’m thinkin’ bout you
내게 꼭 들어맞는 한 사람
그 사람이 있단 말을 알 것 같아서
When I’m thinkin’ bout you
흔하다고 생각했던 사랑 이야기가
이젠 나의 전부야
When I’m thinkin’ bout you
많은 사람 중 한 사람 내게
전부가 되었단 말을 이제 알아서
When I’m thinkin’ bout you
흔하다고 생각했던 우리 모습이
너와 내 전부가 될 거야",발라드
벤,헤어져줘서 고마워,"헤어져줘서 고마워
나는 헤어진 게 아니야
정말 헤어져서 고마워
네 맘은 진심이 아니야
같은 말 하게 하지 마
더 미워하게 하지 마
난 안 바뀌니까
아니 내가 정말 잘할게
아냐 사람 마음 쉽게 안 변해
우린 안 봐도 뻔해
맨날 말로만 끝내자 말하면 뭐 해
질질 끌지 말고 헤어지자
그래 오늘은 꼭 헤어지자
그만 미워하고 더 후회하지 말고
그냥 미친 척하고 우리 헤어져 보자
사랑인척하지만 너와 나
이미 다 끝났잖아 되돌릴 수 없잖아
맨날 말로만 끝내자 말하면 뭐 해
질질 끌지 말고 헤어지자
진짜 사랑이 난 그리워
그래 네 마음 다 이해해
함께 있어도 난 외로워
뭐가 됐건 내가 미안해
이해한다고 하지 마
미안하다고 하지 마
듣기 싫으니까
아니 내가 정말 잘할게
원래 사랑이란 언젠간 변해
우리도 변했으니까
맨날 말로만 끝내자 말하면 뭐 해
질질 끌지 말고 헤어지자
그래 오늘은 꼭 헤어지자
그만 미워하고 더 후회하지 말고
그냥 미친 척하고 우리 헤어져 보자
사랑인척하지만 너와 나
이미 다 끝났잖아 되돌릴 수 없잖아
더 이상 시간 끌지 말고 헤어지자
마지막이라고
늘 믿었던 우리 사랑이
이젠 지긋지긋해 더 안 되는 거
붙잡지 좀 말고 제발
질질 끌지 말고 헤어지자
우리 이제 그만 보내주자
결국 생각나고 죽도록 후회해도
더 기대하지 말고 우리 헤어져 보자
이젠 사랑 아니야 너와 나
사랑했던 그때로 돌아갈 수 없잖아
맨날 말로만 끝내자 말하면 뭐 해
질질 끌지 말고 헤어지자
그래 우리 이제 헤어지자",발라드
황인욱,포장마차,"그대와 자주 가던 그 술집에
혼자 널 생각하며 소주 한잔해
그대가 좋아하던 김치찌개를
가만히 바라보다 눈물 한잔해
그 사람 왔었나요
아니 소식이라도
그녀에게 전해줘요
늘 지금처럼 기다린다고
포장마차 그때 그 자리에서
네가 있던 그곳에 서서
날 사랑한다 말했잖아
영원할 거라고 말했잖아
포장마차 그때 그 자리에서
돌아오라는 말을 다시
되뇌이고 되뇌어도
네가 돌아오지 않을 걸 알잖아
그 사람 왔었다면
혹시 혼자였나요
그녀에게 전해줘요
나 그때처럼 기다린다고
포장마차 그때 그 자리에서
네가 있던 그곳에 서서
날 사랑한다 말했잖아
영원할 거라고 말했잖아
포장마차 그때 그 자리에서
돌아오라는 말을 다시
되뇌이고 되뇌어도
네가 돌아오지 않을 걸 알잖아
다 잊으려고 노력해봐도
그게 잘 안되나봐
습관처럼 아니 예전처럼 우리
두 번 다시 돌아갈 수 없나요
내가 싫은 건가요
날 사랑한다 말했잖아
영원할 거라고 말했잖아
포장마차 그때 그 자리에서
네가 있던 그곳에 서서
날 사랑한다 말했잖아
영원할 거라고 말했잖아
그댈 다시 부르고 또 불러도
아무 말 없는 너를 다시
되뇌이고 되뇌어도
네가 돌아오지 않을 걸 알잖아",발라드
김나영,솔직하게 말해서 나,"햇살이 좋았던 그 날
그만하자며 말을 하는 너
전혀 믿어지지가 않아
지금 이순간 모든 시간이 멈춘 듯
어떤 말을 해야할지
어떤 표정 지어야할지
아무것도 생각나지를 않아
솔직하게 말해서 나
헤어질 자신이 없어
괜찮은 척 웃으며 널
보내줄 자신이 없어
네가 없는 내 하루
하루도 생각한 적 없는데
나보다 나를 니가 더 잘 알면서
마지막 인사를 하며
멀어져가는 너를 보며
아무것도 할수있는 게 없어
솔직하게 말해서 나
헤어질 자신이 없어
괜찮은 척 웃으며 널
보내줄 자신이 없어
네가 없는 내 하루
하루도 생각한 적 없는데
나보다 나를 니가 더 잘 알면서
이별앞에 서 있는 너의 눈에 비춰진
애써 웃는 내 모습이
나를 더욱 아프게만해
솔직하게 말할게 나
헤어지고 싶지 않아
너 없이 나 혼자서
지낼 자신이 난 없어
네가 없는 내 하루 하루도
견딜수가 없는데
나보다 네가 먼저였던 날
나보다 나를 니가 더 잘 알면서",발라드
송하예,니 소식,"그때의 우리 사랑
뜨겁고 치열했는데
끝나보니 남는건 미움뿐
몇번의 계절을 더
보내야 괜찮아 질까
미련이 듬뿍 남은 하루를 보내
친구들과 통화에
우연히 들은 니 소식
다른 사랑을 시작해
잘 지낸다고
한땐 소중했었고
많이 사랑했었던
우리둘은 이젠 남이 됐고
모르는 사람이야
넌 완벽히 잊었나봐
이렇게 넌 잘사는데
괜한 걱정을 했나봐
나만 힘든가봐
너도 내 소식을
전해 들었으면 좋겠어
아직은 좀 힘들어 한다는
미안한 마음갖고
가끔씩 날 생각해줘
그래야 내 맘이 좀
편할거 같아
니옆에 다른 사람
있다는게 참 낯설어
뭔지 모를 서운함은
이기적인 거니
한땐 소중했었고
많이 사랑했었던
우리둘은 이젠 남이 됐고
모르는 사람이야
넌 완벽히 잊었나봐
이렇게 넌 잘사는데
나만 끝을 미뤘나봐
나만 그랬나봐
솔직한 맘을 말하면
좋은 사랑 안했으면 해
가슴아프게 지내길 바랬어
너는 행복하겠지
많이 설레이겠지
나 없이도 웃는 니 모습에
이제야 실감이나
넌 완벽히 떠났나봐
확실히 날 떠났나봐
난 니가 너무 미워져
행복하지 말아줘
잘지내지 말아줘
좋은 사람 만나 다행이란
말은 거짓말이야
네 소식 들은 그날밤
펑펑 울다가 밤을 샜어
늦어버린걸 알지만
어쩔수 없나봐",발라드
박효신,Goodbye,"멀어져 가는 오후를 바라보다
스쳐 지나가 버린 그때 생각이나
기억 모퉁이에 적혀 있던 네가
지금 여기에 있다
이젠 멈춰버린 화면 속에서
내게 여름처럼 웃고 있는 너
어쩌면 이번이 마지막
Goodbye
오래 머물러 주어서 고마워
이 말이 뭐라고 그렇게 어려웠을까
이제 Goodbye
우린 다른 꿈을 찾고 있던 거야
아주 어린 날 놀던 숨바꼭질처럼
해가 저물도록 혼자 남은 내가
지금 여기에 있다
이미 멈춰버린 화면 속에서
내게 여름처럼 웃고 있는 너
어쩌면 이번이 마지막
Goodbye
오래 머물러 주어서 고마워
이 말이 뭐라고 이렇게 힘들었을까
손에 꼭 쥐었던
너와의 Goodbye
끝내 참지 못한 눈물이 나
어쩌면 오늘이 마지막
Goodbye
함께 했던 모든 날이 좋았어
이 말이 뭐라고 그렇게 어려웠을까
이제 Goodbye
Goodbye",발라드
TWICE 트와이스,FANCY,"지금 하늘 구름 색은
Tropical yeah
저 태양 빨간빛 네 두 볼 같아
Oh tell me I’m the only one baby
I fancy you I fancy you fancy you
It’s dangerous
따끔해 넌 장미 같아
괜찮아 조금도 난 겁나지 않아
더 세게 꼭 잡아
Take my hand
좀 위험할거야
더 위험할거야 baby
달콤한 초콜릿 아이스크림처럼
녹아버리는 지금
내 기분 So lovely
깜깜한 우주 속 가장 반짝이는
저 별 저 별 그 옆에 큰 네 별
거기 너 I fancy you
아무나 원하지 않아
Hey I love you
Love ya
그래 너 I fancy you
꿈처럼 행복해도 돼
Cause I need you
What
Fancy you
누가 먼저 좋아하면 어때
Fancy you
지금 너에게로 갈래
Fancy
매일매일 난 정말
아무것도 못하네 Oh my
Mayday
이러다 큰일 낼 것 같은데
Bang bang
머리가 홀린 듯 Reset이 돼
어쩌면 좋아
이게 맞는건지 몰라 SOS
Swim swim
너란 바다에 잠수함이 돼
매일이 Birthday
달콤해 너와 나의 Fantasy
Dream dream
마치 꿈같아 볼 꼬집어봐
요즘 나의 상태 메세진
랄랄라 Baby
달콤한 초콜릿 아이스크림처럼
녹아버리는 지금
내 기분 So lovely
깜깜한 우주 속 가장 반짝이는
저 별 저 별 그 옆에 큰 네 별
거기 너 I fancy you
아무나 원하지 않아
Hey I love you
Love ya
그래 너 I fancy you
꿈처럼 행복해도 돼
Cause I need you
What
Fancy you
누가 먼저 좋아하면 어때
Fancy you
지금 너에게로 갈래
Fancy
연기처럼 훅 사라질까
늘 가득히 담아 널 두 눈에 담아
생각만으로 포근해져
몰래 뒤에서 안아 널 놓지 않을래
거기 너 I fancy you
아무나 원하지 않아
Hey I love you
Love ya
그래 너 I fancy you
꿈처럼 행복해도 돼
Cause I need you
What
Fancy you
누가 먼저 좋아하면 어때
Fancy you
지금 너에게로 갈래
Fancy",댄스
볼빨간사춘기,나만 봄,"안돼 그만둬 거기까지 해
더 다가가면 너 정신 못 차려
안돼 그만해 꽃은 넣어둬
그냥 좀 바람이 불게 놔줘
왜 그럴까 사람들은
그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고
봄바람이 좋아
내 맘도 모르고 더 불어와
flower sunshine
완벽한 하루를
사실 너와 걸을 수 있다면
얼마나 좋을까
좋아한다고 말하기가 무서워서
네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄
왜 그럴까 사람들은
그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고
봄바람이 좋아
내 맘도 모르고 더 불어와
flower sunshine
완벽한 하루를
사실 너와 걸을 수 있다면
얼마나 좋을까
좋아한다고 말하기가 무서워서
네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라
언제 봄이 왔는지
내 맘도 모르고
봄바람이 자꾸만 불어와
네 곁에 딱 붙어서
떨어지지 않고 싶어
내 맘을 이제 말하고 싶어
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄",인디뮤직
HYNN 박혜원,시든 꽃에 물을 주듯,"아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 외롭고
꽃이 피고 진 그 자리
끝을 몰랐었던 맘이
깨질 것만 같던 그때 우리 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리 음
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다려 난 오늘도
어쩌다 이렇게 됐지
너무 예뻤잖아 둘이
매일 설레였지 그때 우린 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다린
바보처럼 빈 자릴 붙잡는 나
차라리 다 끝났다고 말해줘
이기적인 그 침묵에 또 나만
바보처럼 미련한
내가 미워
아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 지쳐가",발라드
